Country Name,Country Code,Indicator Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,2881,3039,3968,4186,4282,4671,,5300,6289,,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,10361,11907,15499,20205,23317,,25825,30653,33279,34468,35787,36620,,37386,42874,43896,43117,44365,47262,47562,54106,55536,61279,68000,77768,85000,90620,,,119877,122874,,,,147740,,169878,,174935,183722,185876,195469,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",,25516,27831,30245,34197,38265,44482,44210,,52961,56771,,63971,71382,74563,,,,,,,,85214,88950,97392,,,,,,,,,146039,147724,152294,155324,194236,252615,254273,264761,270512,269838,300395.063,304885.781,298642.688,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",,80536,86311,90857,98122,103390,107555,110528,108649,105926,103469,101166,102564,100564,99865,99986,99344,98505,99025,99124,100868,102387,107079,117460,144428,170147,194607,215115,254693,279397,307071,330549,354386,390453,422177,436012,438702,431572,413715,397679,388950,381927,380757,359040,329455,307729,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",,1706,1970,2267,2429,2695,2970,3100,3265,,4176,4383,4627,5053,5212,4643,4724,4745,4725,5005,5407,5225,6161,5672,7059,7385,7483,7908,8100,8462,9667,10184,11584,13347,14710,15169,15721,15821,16631,16919,18051,18845,19099,19097,,,,,,,,,,,,,,,,,,,,,
India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",,2472963,,2773148,,,3043865,3011809,3161093,3206990,3278793,3545318,3411105,3916290,4211176,4271618,4470844,4806179,4275859,4528956,4780181,4950974,,,,4932669,5695780,6060418,,,9404460,9834046,10576653,11295041,11852936,11777296,12852684,14862962,17211216,18500324,20740740,26650952,28568408,28175136,30305848,32107420,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",248220,,255856,260205,264433,278200,296326,275098,305071,305583,457633,543175,565501,616117,831625,980162,1048885,1277684,1185651,1403728,1515689,1590593,1773459,1795453,2043380,2229796,2303469,2705675,2735724,3059658,3126307,3017887,3175833,3441429,3551092,3662234,3657429,3806629,4419577,4859409,5001048,5364301,6233984,6423455,6463297,5107999,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",,74708,97338,115311,123114,135354,151905,154215,155811,,,,,,,,,,,,,,,,,909476,1048093,,,1308150,1404880,1569776,1566509,1714433,1954920,2126274,2398811,2828528,3391852,3349741,3790859,4117208,4404614,4367901,4685386,4802721,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",,42431,48994,56599,65481,78784,86111,91358,91651,90103,100462,106709,116294,122743,126715,144986,169665,170659,183608,209818,,,,,,,,,,271508,288670,,317993,,412545,424908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",,28501,29517,30020,31737,37897,46174,46515,46603,47254,49313,54746,59824,64116,64561,67378,70301,73450,76936,81133,85138,90296,101108,108394,117641,121401,128284,134566,142774,151137,160611,166600,176296,181557,188315,186561,186044,190349,178518,182609,194009,196321,192647,199428,203912,214632,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",,55486,61555,70431,,75338,,85081,83671,95142,97624,97097,107583,110309,112901,,116062,118608,115657,117454,122568,134885,,162219,,182836,198766,,233991,246806,255891,270979,299716,301326,301227,310937,310014,327108,325246,342707,360378,365665,379182,373581,376952,374048,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",,687242,788690,808740,847321,930211,976712,1020762,1052342,1090537,1097954,1117742,,1090775,1120342,1181953,1185304,1153224,1227809,1296298,1358254,1452286,1533202,1615150,1770253,1791726,1775186,1892542,1869101,1797241,1770002,1812325,1854200,1913352,1986497,2014998,2029023,2033642,2013856,2011713,1980399,1967569,1925930,1872693,1854360,1826477,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",,6892,7506,8263,8413,,,12285,,,,13999,,,,,,12054,,12259,,16018,15891,,,,,,,21840,35995,42502,45394,51355,52260,47583,47427,,61139,61509,71352,70683,78268,74414,,74537,,,,,,,,,,,,,,,,,,,
Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",,1819323,1927322,1977176,2062161,2155893,2248903,2301444,2436862,2432052,2422915,2412117,2402725,2391915,2409983,2403371,2347463,2409687,2510169,2588470,2683035,2781000,2899143,,3841134,3917709,,,3963658,3940756,3982069,3972468,3966667,3984400,4031604,4038302,4084861,4032625,3938632,3874224,3836314,3880544,3884638,3862749,3862460,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",,4518,5138,6604,8186,9302,11873,16420,17219,20383,30076,36549,45196,49416,56427,53895,53753,60553,56348,65979,69389,80442,84226,88506,85936,87507,99020,112959,,,142190,,162688,186189,214106,217823,220103,231657,254752,266881,246928,252446,306630,,,312750,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,525400,,,,,551000,,551300,546100,541000,535100,526700,,494152,482690,419460,,,323949,418473,,,,,,879623,,,,756706,794557,824313,781450,727401,658413,623534,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",7795,8591,8379,9896,11351,,9407,9146,9904,11746,12986,13398,,18444,20072,21756,,26839,,31287,,,,,,,,,,,89016,94629,98115,,108407,113532,,,,167983,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593179,,600424,,,,565350,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",,201436,214653,230330,250233,273479,318683,345679,385699,444009,538726,647505,829915,1028933,1204117,1345114,1455759,1514784,1548772,1573369,1630374,1691429,1761775,1911765,1950306,2065579,2225092,2792410,2636388,2837880,3003498,3129899,3210142,3223431,3224875,3210184,3204036,3208591,3204310,3219216,3269509,3356011,3359739,3342264,3318307,3268099,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",,2686,3573,4310,5303,5800,8104,9934,12391,11621,12435,13630,15725,17909,19185,21924,23678,24384,25521,26080,22020,,21171,22113,25000,27646,28705,29509,,33906,,34779,36982,37153,36866,,,,,,,,,71786,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,109100,,108300,106300,105300,102200,100700,94592,90950,87980,94015,105382,124863,131222,160684,190508,209245,201128,205224,220460,233463,239380,271532,266991,260583,258869,270083,284604,267920,265382,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",,424,456,389,875,828,,,,,1157,1408,2894,3924,4790,5173,5382,,5322,,4730,,,6071,6179,7908,11724,12732,10293,12076,14149,16745,23018,28117,33760,47424,56716,75003,89457,113341,118295,125323,126314,137092,132435,130191,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,47230,47230,46554,45792,45207,43914,43316,43705,44247,45615,45953,46279,43610,40180,40330,46696,56187,70233,82042,91237,102783,110500,118944,127656,130706,131125,129497,127760,125360,112567,103856,97041,94474,89671,85881,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",,42578,44296,,,56593,,,,78628,85087,79073,70314,73052,,70510,79500,83891,,,,,85495,,,,81588,,,113022,116014,134018,142951,144050,154635,165730,173123,187055,196682,199656,202345,216851,212467,230278,228954,216468,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",402,368,342,468,563,529,708,950,1075,1260,1188,1319,1397,1432,1373,1771,1869,2220,2410,2391,2029,2112,3704,4001,4365,4384,4614,,,4046,4470,4976,5005,6108,,7918,8500,,,,,,25507,24073,23545,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1109,1199,1390,1710,,2404,,,2694,3789,,,,,,,,5095,,,,,,,,,,,,20804,52251,,,,,,,,,,33470,,43883,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",,5222,6291,8220,9590,11997,13427,13723,15460,15626,15809,20166,23767,27535,,32770,,,,,50471,,72899,,,,,,,308474,290060,324603,359146,375028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,532,527,636,673,800,754,787,984,960,,830,750,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,70995,,,,,93235,,,91456,92688,88668,78848,72148,70460,70863,75559,83645,96371,107419,121904,135923,148788,167606,182656,195405,198868,199855,204767,210744,201373,187117,175066,159695,148389,140629,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",,363,366,485,458,522,483,446,302,404,414,748,699,941,982,843,759,709,,,,1298,1390,1274,1800,1856,2003,2110,2233,2499,2437,2533,2965,3077,,,2692,,3011,,5376,,6085,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,7662,7930,8824,7425,7420,7271,6517,,,7485,,7458,7471,13996,20399,26272,24815,23420,23291,23868,25407,28805,29476,30519,25852,27776,29521,30771,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"Enrolment in tertiary education, all programmes, both sexes (number)",,30337,,,,,36049,,,,,46281,45223,43546,41477,39501,38065,35729,34418,32226,29349,26515,27032,26405,27340,29057,29583,30754,32048,35141,36922,40246,44710,45624,46637,49364,48368,58199,65504,65200,61764,,63318,60682,60572,63543,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",,5738,6683,8078,,9354,8385,11711,14116,16226,22857,22632,30000,32599,34162,37746,38310,35106,36269,36933,37046,35824,,42681,35940,29998,28814,26715,30781,30800,32046,30712,31925,35480,42143,44948,49680,58313,62069,68460,74444,85548,90235,97056,113025,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,1918,2007,2093,1903,2014,1948,2180,2528,2591,2676,2705,2817,2963,3057,3285,3351,3674,4539,4829,4947,5052,5346,5358,5561,,,3179,3584,4129,4531,4757,5782,5810,6298,6458,,,10296,12203,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,52975,57650,,67368,68687,77750,93249,109545,119591,120714,109345,121412,137826,160566,170145,191290,210724,,,442625,473357,549205,557118,632309,725865,731077,696760,737267,805136,922239,1000694,1061421,1036354,1076675,1116733,860144,817587,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,4386,5171,,,,,,6089,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",,731,,,1852,2445,2936,3576,4216,4789,5281,,4498,5792,7125,7389,6768,5536,,4569,4792,4780,6273,7507,,8249,9595,13679,13847,18662,19751,21861,22632,,,,,,67839,76667,81188,87653,97278,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2289,2405,2746,2571,2114,2397,2370,2463,2299,1592,862,947,934,1010,1337,1408,1474,1449,1447,1682,2511,3123,3602,4662,5177,5805,6263,6368,7146,6915,6315,7422,7259,8946,7867,9441,8922,9811,9472,10352,10840,11491,12203,12574,12610,13216,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,,,,,,,,,,1330,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,477,,,,,,,2821,4526,5378,5407,5808,5810,5339,5850,7501,7675,7775,8496,9225,9240,10206,,9033,8173,8941,9292,8758,10157,11794,12004,12519,14536,16151,17878,19243,,20800,20280,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1975,1353,1295,1356,1321,1096,1408,1531,1393,1213,1038,901,926,702,794,1161,1106,1589,2118,2179,3485,4032,,5969,5505,6141,7098,7099,,10825,12130,18779,16859,16955,17627,20514,22221,22971,25578,30545,33427,35906,40165,41621,40457,37871,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",,247637,281397,,408704,498361,562056,569266,654959,744412,853384,929865,998397,1043770,1105469,,1207779,1222046,1311252,1309943,1314027,1310835,,1302590,1358271,1420461,1532846,1612318,1727484,1837884,1962763,2047895,2147075,2236791,2322781,2384858,2446726,2528664,2623367,2705190,2847376,2981313,3161195,3300348,3419391,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,573,1703,1329,2129,1602,,,,,,,,,,,,,,,,,1510,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,110200,,,,,113800,,111100,108300,107600,104800,,,,100833,87700,93759,,103672,103944,102825,107731,114238,119981,130350,143750,148449,143601,135147,130168,128988,124784,122464,116325,109395,,,,,,,,,,,,,,,,,,,
Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",19699,19548,19649,19997,21373,24175,27108,30994,33589,36654,39090,41948,43854,45831,47369,46946,47575,46728,46639,43279,40038,35816,32580,28722,30429,34248,38643,44088,50961,65272,74025,84970,90275,98031,108738,123824,138019,142411,151533,162217,165769,171165,173856,176689,175205,179540,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8271,7878,8333,9759,11011,12903,16173,19395,22738,23786,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",,16097,16971,22382,25525,34092,45322,45085,67322,62107,,112405,125804,114005,132918,,181087,193061,213570,232071,253884,255667,253390,267671,276402,294502,,311743,256016,273183,295634,311349,319309,336724,344335,367556,385953,369672,403561,419089,447036,505587,605759,707832,789407,877404,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",,1982,,2621,,,,906,777,750,804,1000,1266,,,1442,,2335,,,,,4600,5250,6129,6639,7143,,,10322,,,,,22256,28298,43233,63476,75457,84074,103850,113464,123779,136938,157431,174802,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",,46150,49572,51811,51829,53642,56083,83703,,121609,,163197,165000,,179366,188560,179366,256965,222206,222060,220174,,196052,243870,235256,245317,,,332842,,,553456,,,,,,507660,,,,659510,634306,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,4157,,,9714,11344,,8914,11209,,,13339,11030,11788,,13566,13185,,19707,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,21760,23504,19482,25398,31942,38539,,51356,52070,48229,55555,54452,78490,83356,95240,102130,93753,110239,103840,102882,98731,93176,105694,,,,94401,103290,119670,124817,147123,187165,202076,254792,284973,289262,376869,385454,,477077,458621,445324,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",,231167,247964,,,264297,288026,305150,320501,328968,350778,360033,371515,379047,384407,390244,404866,399776,413488,415847,437488,478869,493563,506580,532405,502928,491748,468970,461374,469885,487649,504042,516769,526767,543396,564983,579622,590121,602286,618502,650905,780014,793678,,,842601,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",101,84,102,148,188,178,366,,,462,438,421,715,580,660,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",39816,42243,62800,64926,66739,66178,68758,69708,74473,74232,76643,80715,82666,84764,95754,95793,102684,105598,114195,120821,111504,128078,146215,162932,169421,163923,162350,169656,161288,167308,171962,177634,185099,195511,243425,239983,237784,242650,244355,263028,266232,262230,259588,256608.266,260846.688,270074.219,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",9385,9381,12519,11420,13095,18282,21072,21249,,27179,35268,,32838,35588,31725,29001,26775,26878,,,30733,31499,35730,,,50769,,56558,,,,,100363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",,0,0,215,280,357,541,765,784,939,947,1435,1853,2118,2450,2863,,3317,,3773,4506,,4513,,,,,,,,,,,8850,8774,10799,11208,10869,12823,15992,17096,18328,21764,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,39562,44964,58953,68382,97530,115166,150072,176904,193731,208051,240889,266679,267862,304536,335824,,,,,,,,,,699109,,,,1234219,1289656,1391527,,,,,1394585,1513371,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",,50047,53598,57914,63838,64582,66628,73320,72999,75720,78401,79117,82511,88510,91330,94089,94658,104246,106904,114855,129343,142521,154180,166499,176722,172967,180383,185320,183026,187482,190943,190054,197064,212395,213845,213940,214711,215237,212672,219282,224706,229743,238224,255416,264207,268231,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,20,21,13,15,18,14,29,91,368,990,2148,3320,4389,5653,6208,7351,7646,8155,9761,9664,12251,16032,,,,,36826,41578,48483,55956,61548,63262,75715,78063,89230,,105097,118299,126947,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",,114980,104452,107757,111826,114913,127932,133465,148451,153536,156558,,,,,,267742,271838,315793,,304922,,221313,,,,,,,,,,,401056,520666,782621,820347,954698,973792,1226004,,1572664,1816949,1915419,1931875,1871575,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,480,484,,,,,,,,,,,863,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",8947,15074,18280,21716,24292,26289,30473,34720,34302,37031,40369,42425,45060,44568,52224,55303,62143,55633,51650,50762,53235,58625,63848,69451,69437,76798,80980,,102502,108764,118502,117864,117601,130026,128558,126242,130838,132660,134290,135209,139116,133497,140213,124375,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",,,5307,5545,,,,,,,5040,,,4846,6062,5068,6397,,,,,,,,,14158,16118,,9859,9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",8172,10255,11627,12212,14009,18302,,,,,26915,28792,30207,34199,33203,32090,31839,30833,31095,31117,32884,,,42654,,40913,42302,,,66065,83088,96598,146489,143507,148699,155727,,180637,217024,236194,225211,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",126234,129472,138935,160835,180699,195641,202662,233420,,272982,306353,362857,379193,401715,425261,452462,531834,567667,615398,656258,678236,728666,732688,666967,650621,671802,647389,657586,,1011839,900059,814217,830345,838584,895501,908315,951391,,,,1150620,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",,651514,688259,707232,736803,721398,769749,814889,969952,1129056,1182103,1276016,1335889,1411515,1576500,1544000,1402000,1357832,1461000,1579938,1516315,1709486,1656815,,,1871647,2022106,,2069508,2208635,,2432002,2467267,2427211,2420997,2402649,2483988,,2651466,2625385,2774368,2951195,3044218,3317265,3563396,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",,397897,399060,429646,481295,521899,575499,613842,622631,626289,609997,589134,544895,495902,475816,456661,454190,450205,458585,493552,505727,544893,549308,627308,747159,876057,1021351,1182360,1191099,1399090,1579571,1774985,1906268,1983360,2044298,2118081,2145687,2146926,2165980,2149998,2148676,2080334,2007212,1902718,1762666,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",,50095,53389,55184,59845,64666,79702,95841,85360,92149,91373,92152,94958,99165,101308,112851,103585,129277,,,156701,185762,190856,247523,276534,300573,319525,,351784,356790,373745,387703,396601,400831,395063,380937,367312,366729,376917,373002,383627,396268,390273,371000,362200,337507,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",,63073,69620,75355,84390,89671,97517,100885,119970,124000,129708,131184,137171,,,,,,,,,,,,,,,,,,,,,,,,,211458,227546,235618,249372,250192,250011,245495,241168,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",,0,,,,,779,910,,,2025,2269,2981,4015,4369,4942,5344,5281,5347,5889,6469,6485,6548,7283,7351,7794,8271,8475,8590,8880,,7808,7831,7826,9287,9699,10161,11132,12545,13133,13846,15352,17266,20902,25255,27866,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",,151885,148428,143985,143656,152728,164567,174888,182337,190560,192546,192769,190903,181081,174042,166328,159798,157174,157041,159465,164507,192810,215226,235669,250087,255162,336141,354488,360590,407720,452621,533152,582221,643911,685718,738806,834969,928175,1056622,1098188,999523,871842,705333,618157,578706,541653,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",5212600,5277900,5308700,5356500,5403300,5470900,5550000,5638000,5691700,5714200,5713800,5687300,5654400,5616500,5568500,5535200,5444400,5372000,5275500,5203500,5199300,5094500,4964700,4727900,4606600,4515300,4714000,4940700,5259400,5751539,6331324,7167618,7965217,8592271,8605952,9003208,9167277,9370428,9446408,9330115,,8652607,7983111,7528163,6995732,6592416,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",,571,,751,740,1023,1108,1117,1134,1217,1266,1243,,,1705,1880,1987,2029,2267,2642,3389,,,,,,,,,5678,9357,12802,15940,20393,25233,27787,37149,41013,45128,55213,62734,73674,71638,77120,77512,80335,81983,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",114,129,,228,,249,,405,425,,,644,,562,,,,,,,,,,,,,,,1482,1871,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,,,,,,,,929,,937,931,872,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,766,,1421,,1680,2336,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",,8492,9471,11337,14882,19773,26437,32729,43897,47242,52610,62074,70657,82132,87821,102983,113529,116208,,123848,139790,153967,163688,192625,201090,233710,251945,273992,296927,371522,404094,432348,444800,525344,573803,603771,636445,674412,714877,757770,903567,1021288,1206007,1356602,1496730,1527769,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",,4962,5606,,,,,8981,9454,,12373,13626,12668,13605,11980,12679,13354,,,,,,21562,,,,,26616,,29303,,,,,52282,59127,62539,71211,91359,94371,92106,123683,127394,133587,141151,144827,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194198,182941,202799,209674,224873,235686,238710,237598,235940,226772,228531,231661,238945,242848,241054,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,100,238,478,1035,,,,,,,,,,,,,,,,,,,
